text,indices
"PRIMA MODA S.A.,ul.Ofiar Oświęcimskich 36, 50-059 Wrocław, tel.: + 48 71 344 84 81, fax: + 48 71 34213 25","{'entities': [(19, 41, 'street_full'), (43, 57, 'city_postal')]}"
"ul. Ofiar Oświęcimskich 36, 50-059 Wrocław.","{'entities': [(4, 26, 'street_full'), (28, 42, 'city_postal')]}"
"40-748 Katowice, ul. Mieczyków 14","{'entities': [(21, 33, 'street_full'), (0, 15, 'city_postal')]}"
"Siedziba Spółki – Katowice, ulica Mieczyków 14","{'entities': [(34, 46, 'street_full')]}"
"PRAGMA FAKTORJNG S.A. z siedzibą w Katowicach przy ulicy Mieczyków 14, jest jednostką","{'entities': [(57, 69, 'street_full')]}"
"PRAGMA FAKTORING S.A. (Spółki, Jednostki) z siedzibą w Katowicach przy ulicy Mieczyków 14 za","{'entities': [(77, 89, 'street_full')]}"
"Skyline Investment S.A. al. Komisji Edukacji Narodowej 18 lok 3b, 02-797 Warszawa, tel. 0 22 859-17-80, faks 0 22 859-17-90","{'entities': [(66, 81, 'city_postal')]}"
KOPEX Spółka Akcyjna,"{'entities': [(0, 20, 'company')]}"
została wpisana do rejestru zmieniona firma spółki na używaną aktualnie : KOPEX Spółka Akcyjna i dopuszczony skrót,"{'entities': [(74, 94, 'company')]}"
Przedsiębiorstwo Hydrauliki Siłowej „Hydrotor” S.A. z siedzibą w Tucholi ul. Chojnicka 72.,"{'entities': [(73, 89, 'street_full')]}"
"WPH we Wrocławiu akcje Fabryki Maszyn i Urządzeń FAMAK Spółka Akcyjna ul. Fabryczna 5, 46-200","{'entities': [(74, 85, 'street_full')]}"
"Siedziba Spółki mieści się w 59-300 Lubin, ul. Słowiańska 17. Jednostka posiada nadany","{'entities': [(47, 60, 'street_full'), (29, 41, 'city_postal')]}"
"Electus Leasing Sp. z o.o. z siedzibą ul.Słowiańska 17, 59-300 Lubin","{'entities': [(41, 54, 'street_full'), (56, 68, 'city_postal')]}"
"390745870 Siedziba Spółki mieści się w 59-300 Lubin, ul. Słowiańska 17. Jednostka posiada","{'entities': [(57, 70, 'street_full'), (39, 51, 'city_postal')]}"
GRUPA KAPITAŁOWA ELEKTROBUDOWA SA,"{'entities': [(17, 33, 'company')]}"
Na dzień bilansowy w skład grupy kapitałowej wchodziły ELEKTROBUDOWA SA jako podmiot,"{'entities': [(55, 71, 'company')]}"
"Jednostka dominująca - ELEKTROBUDOWA SA z siedzibą w Katowicach, ul. Porcelanowa 12,","{'entities': [(23, 39, 'company'), (65, 83, 'street_full')]}"
ELEKTROBUDOWA SA jest spółką akcyjną utworzoną i działającą na podstawie prawa polskiego. Spółka,"{'entities': [(0, 16, 'company')]}"
"Jednostka zaleŜna - KONIP Sp. z o.o. z siedzibą w Katowicach, ul. Porcelanowa 12, 40 -246 Katowice.","{'entities': [(62, 80, 'street_full')]}"
W jednostce zaleŜnej KONIP Sp. z o.o. ELEKTROBUDOWA SA posiada 100% udziałów w kapitale,"{'entities': [(38, 54, 'company')]}"
ENERGOTEST sp. z o.o. ELEKTROBUDOWA SA posiada 100% udziałów,"{'entities': [(22, 38, 'company')]}"
W jednostce zaleŜnej ELEKTROBUDOWA UKRAINA Sp. z o.o. ELEKTROBUDOWA SA posiadała 62%,"{'entities': [(54, 70, 'company')]}"
Na dzień 30.06.2011 roku ELEKTROBUDOWA SA posiadała 49% kapitału spółki KRUELTA. Procentowy,"{'entities': [(25, 41, 'company')]}"
w strukturze grupy kapitałowej ELEKTROBUDOWA SA nie zaszły zmiany.,"{'entities': [(31, 47, 'company')]}"
działalności poszczególnych podmiotów grupy kapitałowej ELEKTROBUDOWA SA w dającym się,"{'entities': [(56, 72, 'company')]}"
złoty jest walutą funkcjonalną i sprawozdawczą grupy kapitałowej ELEKTROBUDOWA SA. Dane,"{'entities': [(65, 81, 'company')]}"
- GETIN NOBLE BANK SA,"{'entities': [(8, 21, 'company')]}"
- ELEKTROBUDOWA SA do wysokości,"{'entities': [(2, 18, 'company')]}"
24 tys. zł. Jednostka dominująca ELEKTROBUDOWA SA rozpoznaje rynek celem znalezienia,"{'entities': [(33, 49, 'company')]}"
"udziałów ELEKTROBUDOWA SA nie ma Ŝadnej realnej władzy nad spółką, która w zasadzie zdana jest","{'entities': [(9, 25, 'company')]}"
dominująca ELEKTROBUDOWA SA nie wywiera znaczącego wpływu na kierowanie polityką finansową,"{'entities': [(11, 27, 'company')]}"
Zgodnie z wymogami MSR 29 ELEKTROBUDOWA SA dokonała przeliczenia kapitału podstawowego,"{'entities': [(26, 42, 'company')]}"
"Gosławice ul. Przemysłowa 156), 1 weksel","{'entities': [(10, 27, 'street_full'), (14, 28, 'street_full')]}"
"(Konin Gosławice ul. Przemysłowa 156),","{'entities': [(17, 34, 'street_full'), (21, 35, 'street_full')]}"
Zysk spółki ELEKTROBUDOWA SAUDI Sp. z o.o. za rok 2010 w kwocie 236 786 riali pokrył częściowo,"{'entities': [(12, 28, 'company')]}"
"Pozycję lidera w konsorcjum strony powierzyły spółce ELEKTROBUDOWA SA, która posiada prawo","{'entities': [(53, 69, 'company')]}"
W okresie sprawozdawczym jednostka dominująca ELEKTROBUDOWA SA dokonała następujących,"{'entities': [(46, 62, 'company')]}"
Jednostka dominująca ELEKTROBUDOWA SA nie udzieliła podmiotom stowarzyszonym gwarancji,"{'entities': [(21, 37, 'company')]}"
Na dzień 30.06.2011 i na dzień 30.06.2010 roku grupa kapitałowa ELEKTROBUDOWA SA udzieliła,"{'entities': [(64, 80, 'company')]}"
Na dzień 30.06.2011 roku grupa kapitałowa ELEKTROBUDOWA SA wystawiła weksle na zabezpieczenie,"{'entities': [(42, 58, 'company')]}"
1 weksel in blanco na rzecz BNP PARIBAS BANK POLSKA S.A. jako zabezpieczenie udzielonych,"{'entities': [(28, 56, 'company')]}"
grupy kapitałowej ELEKTROBUDOWA SA.,"{'entities': [(18, 34, 'company')]}"
W skonsolidowanym sprawozdaniu finansowym grupy kapitałowej ELEKTROBUDOWA SA w tabeli,"{'entities': [(60, 76, 'company')]}"
i grupy kapitałowej ELEKTROBUDOWA SA za okres 01.01.2011 roku - 30.06.2011 roku oraz badanie,"{'entities': [(20, 36, 'company')]}"
W dniu 18.07.2011 roku ELEKTROBUDOWA SA wystawiła zlecenie finansowe na umorzenie,"{'entities': [(23, 39, 'company')]}"
"ELEKTROBUDOWA SA z siedzibą w Katowicach, ul. Porcelanowa 12 jest spółką akcyjną utworzoną","{'entities': [(0, 16, 'company'), (42, 60, 'street_full')]}"
"Z siedzibą w Katowicach, ul. Porcelanowa 12, 40-246 Katowice.","{'entities': [(25, 43, 'street_full'), (45, 60, 'city_postal')]}"
"W jednostce zaleŜnej KONIP Sp. z o.o., ELEKTROBUDOWA SA posiada 100% udziałów","{'entities': [(39, 55, 'company')]}"
"Z siedzibą w Gliwicach, ul. Chorzowska 44 B, 44-100 Gliwice.","{'entities': [(45, 59, 'city_postal')]}"
W jednostce zaleŜnej ENERGOTEST sp. z o.o. ELEKTROBUDOWA SA posiada 100% udziałów,"{'entities': [(43, 59, 'company')]}"
na Walnym Zgromadzeniu Wspólników. ELEKTROBUDOWA SA wywiera znaczący wpływ,"{'entities': [(35, 51, 'company')]}"
W I półroczu 2011 roku grupa kapitałowa ELEKTROBUDOWA SA odnotowała dalszy wzrost,"{'entities': [(40, 56, 'company')]}"
"Poprawiająca się koniunktura na rynku, na którym działa grupa kapitałowa ELEKTROBUDOWA SA,","{'entities': [(73, 89, 'company')]}"
Grup kapitałowa ELEKTROBUDOWA SA w I półroczu 2011 roku prowadziła politykę finansowania,"{'entities': [(16, 32, 'company')]}"
do tych walut ELEKTROBUDOWA SA zawierała transakcje forward zabezpieczające poziom kursów.,"{'entities': [(14, 30, 'company')]}"
Od dnia 1 grudnia 2010 roku jednostka dominująca ELEKTROBUDOWA SA jest członkiem Global,"{'entities': [(49, 65, 'company')]}"
W I półroczu 2011 roku jednostki grupy kapitałowej ELEKTROBUDOWA SA zawierały między sobą,"{'entities': [(51, 67, 'company')]}"
Jednostki grupy kapitałowej ELEKTROBUDOWA SA nie udzieliły podmiotom stowarzyszonym,"{'entities': [(28, 44, 'company')]}"
W I półroczu 2011 roku podmioty grupy kapitałowej ELEKTROBUDOWA SA nie korzystały z Ŝadnych,"{'entities': [(50, 66, 'company')]}"
Opublikowany 11.02.2011 roku skonsolidowany budŜet grupy kapitałowej ELEKTROBUDOWA SA,"{'entities': [(69, 85, 'company')]}"
i skonsolidowanego sprawozdania finansowego grupy kapitałowej ELEKTROBUDOWA SA,"{'entities': [(62, 78, 'company')]}"
Zgodnie z posiadaną wiedzą ELEKTROBUDOWA SA przedstawia wykaz akcjonariuszy posiadających,"{'entities': [(27, 43, 'company')]}"
"41-813 Zabrze, ul. Kruczkowskiego 39","{'entities': [(15, 36, 'street_full'), (0, 13, 'city_postal')]}"
"90-453 Łódź, ul. Radwańska 6","{'entities': [(17, 28, 'street_full'), (0, 11, 'city_postal')]}"
"- DGB IT s.c. Adam Pawlak 76-200 Słupsk, ul. Lutosławskiego 18 - jednostka wiadcz ca usługi informatyczne","{'entities': [(26, 39, 'city_postal')]}"
"- Anna Pawlak Kancelaria Radcy Prawnego, 76-200 Słupsk, ul. Bytnerowicza 24 - jednostka wiadcz ca usługi prawne za okres od 01.01. do 30.06.2011 roku, w","{'entities': [(41, 54, 'city_postal')]}"
"roku 2010 Anna Pawlak Kancelaria Radcy Prawnego, 76-200 Słupsk, ul. Sienkiewicza 1A - jednostka wiadcz ca usługi prawne","{'entities': [(49, 62, 'city_postal')]}"
"18, 76-200 Słupsk, spółka zale na","{'entities': [(4, 17, 'city_postal')]}"
"17A, 76-200 Słupsk, spółka zale na","{'entities': [(5, 18, 'city_postal')]}"
Zarządu HYGIENIKA S.A.,"{'entities': [(8, 22, 'company')]}"
"ulicy Paderewskiego 7, 61-770 Poznań.","{'entities': [(6, 21, 'street_full'), (23, 36, 'city_postal')]}"
"Siedziba Spółki: ul. Paderewskiego 7, 61-770 Poznań,","{'entities': [(21, 36, 'street_full'), (38, 51, 'city_postal')]}"
Mennica Polska Spółka Akcyjna („Spółka”) z siedzibą w Warszawie przy ul. Pereca 21,"{'entities': [(73, 82, 'street_full')]}"
"Siedzibą jednostki dominującej jest Śrem, ulica Gostyńska 51. Spółka prowadzi działalność w formie spółki akcyjnej","{'entities': [(48, 60, 'street_full')]}"
"„POLNORD SA”, „POLNORD”, „Spółka Dominująca” lub inne sformułowania o podobnym","{'entities': [(1, 11, 'company')]}"
jedynym wspólnikiem jest POLNORD SA.,"{'entities': [(25, 35, 'company')]}"
Wg stanu na dzień 30.06.2011 r. POLNORD SA posiadał zobowiązania warunkowe z tytułu,"{'entities': [(32, 42, 'company')]}"
własnego POLNORD SA.,"{'entities': [(9, 19, 'company')]}"
"Czas trwania Spółki jest nieoznaczony. Siedziba Spółki mieści się pod adresem: ul. Pilczycka 144-148,","{'entities': [(83, 100, 'street_full')]}"
kredytu inwestycyjnego z bankiem PEKAO SA. W ramach tego aneksu spółka zaleŜna od BOMI SA tj.,"{'entities': [(82, 89, 'company')]}"
rachunku bieŜącym z bankiem PEKAO SA. W ramach tego aneksu spółka zaleŜna od BOMI SA tj. Grupa,"{'entities': [(77, 84, 'company')]}"
gwarancyjnej z bankiem PEKAO SA. W ramach tego aneksu spółka zaleŜna od BOMI SA tj. Grupa,"{'entities': [(72, 79, 'company')]}"
"wartość 2,523 mln zł. Akcje zostały opłacone akcjami serii O BOMI SA jak o tym mowa w pkt III.4","{'entities': [(61, 68, 'company')]}"
"17. Centrum Medyczne POLMED Poznao, ul. Górecka 1,","{'entities': [(40, 49, 'street_full')]}"
"- dnia 31 marca w Poznaniu, ul. Górecka 1,","{'entities': [(32, 41, 'street_full')]}"
"nieruchomości położonej w Katowicach przy ul. Paderewskiego 32c, co spowodowało rozwiązanie","{'entities': [(46, 63, 'street_full')]}"
"w Warszawie, przy ulicy Emilii Plater 53, 00-113 Warszawa, wpisaną do rejestru","{'entities': [(24, 40, 'street_full'), (42, 57, 'city_postal')]}"
"ulicy Emilii Plater 53, 00-113 Warszawa; wpisaną do rejestru Przedsiębiorców Krajowego","{'entities': [(6, 22, 'street_full'), (24, 39, 'city_postal')]}"
"Bartoszowickiej 3, 51-641 Wrocław, wpisanym do rejestru funduszy inwestycyjnych pod","{'entities': [(19, 33, 'city_postal')]}"
"z ograniczoną odpowiedzialnością (ABCD) z siedzibą w Warszawie, przy ulicy Emilii Plater 53,","{'entities': [(75, 91, 'street_full')]}"
"Zamknięty z siedzibą we Wrocławiu, przy ulicy Bartoszowickiej 3, 51-641 Wrocław, wpisanym","{'entities': [(65, 79, 'city_postal')]}"
"siedzibą w Inowrocławiu, ulica Marcinkowskiego 154, 88-100 Inowrocław, wpisanej do rejestru","{'entities': [(31, 50, 'street_full'), (52, 69, 'city_postal')]}"
ul. Gubińska 6366-600 Krosno Odrzańskie,"{'entities': [(4, 15, 'street_full'), (15, 39, 'city_postal')]}"
"BBI Capital Narodowy Fundusz Inwestycyjny S.A. ul. Emilii Plater 28, 00-688 Warszawa","{'entities': [(51, 67, 'street_full'), (69, 84, 'city_postal')]}"
ul. Franciszka Nullo 2,"{'entities': [(0, 22, 'street_full')]}"
"do umowy z BUD-POL Wojciech Przybyła, ul. Borki 65c, 44-200 Rybnik ( Podwykonawca). Podpisany aneks ogranicza zakres","{'entities': [(53, 66, 'city_postal')]}"
"1. ALSTOM Power Sp. z o.o. z siedzibą w Warszawie (02-124), Al. Jana Pawła II 12 - Lider Konsorcjum,","{'entities': [(64, 80, 'street_full')]}"
"Eksportowych S.A. z siedzibą w Warszawie, ul. Sienna 39, 00-121 Warszawa, Umowy generalnej o udzielanie","{'entities': [(42, 55, 'street_full'), (57, 72, 'city_postal')]}"
"- zawarcie w dniu 05.04.2011 r. umowy (zmiana warunków zlecenia) z ABM Solid S.A. z siedzibą w Tarnowie, ul. Bartla 3, która","{'entities': [(109, 117, 'street_full')]}"
konsorcjum z siedzibą w Tarnowie przy ul. Bartla 3 oraz członkiem konsorcjum tj. spółką Instal Białystok S.A z siedzibą,"{'entities': [(42, 50, 'street_full')]}"
"- zlecenie od Spółki „Inżynieria Rzeszów S.A."" 35-082 Rzeszów ul. Podkarpacka 59A, w której RESBUD S.A. występuje jako","{'entities': [(47, 61, 'city_postal')]}"
Siedziba Spółki mieści się w Lublińcu przy ul. Powstańców Śląskich 54.,"{'entities': [(43, 69, 'street_full'), (47, 69, 'street_full')]}"
" ATLANTIS S.A. z siedzibą w Płocku, ul. Padlewskiego 18C, 09-402 Płock, zarejestrowana","{'entities': [(41, 57, 'street_full'), (59, 71, 'city_postal')]}"
" Spółka ATLANTIS ENERGY SA z siedzibą w Płocku, ul. Padlewskiego 18c, 09-402 Płock –","{'entities': [(53, 69, 'street_full'), (71, 83, 'city_postal')]}"
"ELKOP ENERGY Spółka Akcyjna w Płocku ul. Padlewskiego 18 c , 09-402 , zarejestrowana","{'entities': [(41, 58, 'street_full')]}"
"Hibertus Sp.zoo w Płocku ul.Padlewskiego 18 c , 09-402 Płock , zarejestrowana w","{'entities': [(28, 45, 'street_full'), (48, 60, 'city_postal')]}"
"INVESTMENT FRIENDS DEVELOPMENT Spółka Akcyjna w Płocku ul. Padlewskiego 18 c ,","{'entities': [(59, 76, 'street_full')]}"
"Spółka Akcyjna w Płocku ul. Padlewskiego 18 c , 09-402 ,","{'entities': [(28, 45, 'street_full')]}"
" Elkop Energy Spółka Akcyjna z siedzibą w Płocku ul. Padlewskiego 18 c , 09-402 Płock –","{'entities': [(54, 71, 'street_full'), (74, 86, 'city_postal')]}"
walnym zgromadzeniu FON SA o czym Zarząd FON S.A poinformował w Raporcie,"{'entities': [(41, 49, 'company'), (20, 26, 'company')]}"
W Grupie Kapitałowej ATLANTIS SA występuje podział na segmenty branżowe.,"{'entities': [(21, 32, 'company')]}"
"„Spółka”) z siedzibą w Warszawie, ul. Grójecka 194 (poprzednia siedziba: Warszawa, Al.","{'entities': [(38, 50, 'street_full')]}"
"Investment Sp. z o.o.) z siedzibą: ul. Grójecka 194, 02-390 Warszawa, zarejestrowana pod","{'entities': [(39, 51, 'street_full'), (53, 68, 'city_postal')]}"
"Invest Sp. z o.o.) z siedzibą: ul. Grójecka 194, 02-390 Warszawa, zarejestrowana pod","{'entities': [(35, 47, 'street_full'), (49, 64, 'city_postal')]}"
"Triton Development Spółka z ograniczoną odpowiedzialnością z siedzibą: ul. Grójecka 194,","{'entities': [(75, 87, 'street_full')]}"
"Triton Winnica Spółka z ograniczoną odpowiedzialnością z siedzibą: ul. Grójecka 194, 02-390","{'entities': [(71, 83, 'street_full')]}"
"Triton Property Spółka z ograniczoną odpowiedzialnością z siedzibą: ul. Grójecka 194, 02-390","{'entities': [(72, 84, 'street_full')]}"
"Grójecka 194, 02-390 Warszawa. W dniu 2 sierpnia 2010 roku Emitent zawiązał spółkę","{'entities': [(0, 12, 'street_full'), (14, 29, 'city_postal')]}"
"5) Triton Development S.A. z siedzibą w Warszawie, ul Grójecka 194 jest jednostką sporządzającą","{'entities': [(54, 66, 'street_full')]}"
"Grupy Kapitałowej Triton Development S.A. z siedzibą w Warszawie, ul. Grójecka 194, na które składa się:","{'entities': [(70, 82, 'street_full')]}"
"z siedzibą w Warszawie, ul. Grójecka 194, na które składa się:","{'entities': [(28, 40, 'street_full')]}"
"400 Ostrów Wielkopolski, ul. Staroprzygodzka 117, powstałej z","{'entities': [(29, 48, 'street_full')]}"
"46/UA, 02-797 Warszawa","{'entities': [(7, 22, 'city_postal')]}"
"Powidzkiej 50, 62-300 Gutowo Małe.","{'entities': [(15, 33, 'city_postal')]}"
"Al. Śmigłego Rydza 20, 93-281 Łódź","{'entities': [(23, 34, 'city_postal')]}"
Logistic 93-281 Łódź Al. Śmigłego Świadczenie,"{'entities': [(9, 20, 'city_postal')]}"
Finance 93-281 Łódź Al. Śmigłego Usługi,"{'entities': [(8, 19, 'city_postal')]}"
B2B Properties Sp. 93-281 Łódź Al. Śmigłego Zarządzanie,"{'entities': [(19, 30, 'city_postal')]}"
Properties 93-281 Łódź Al. Śmigłego Świadczenie,"{'entities': [(11, 22, 'city_postal')]}"
HERTZ Polska Sp. 93-281 Łódź Al. Śmigłego Dystrybucja,"{'entities': [(17, 28, 'city_postal')]}"
Przybyszewskiego 176/178 hydraulicznych,"{'entities': [(0, 24, 'street_full')]}"
CELMA Business 93-281 Łódź Al. Śmigłego Zarządzanie,"{'entities': [(15, 26, 'city_postal')]}"
"wieczystego użytkowania gruntów przy ulicy Przybyszewskiego 176/178 w Łodzi), budynki i budowle na","{'entities': [(43, 67, 'street_full')]}"
"Siedzibą Funduszu jest Warszawa, ul. Lwowska 19.","{'entities': [(33, 47, 'street_full')]}"
"Ul. Annopol 5, 03-236 Warszawa","{'entities': [(4, 13, 'street_full'), (15, 30, 'city_postal')]}"
"W skład Grupy Kapitałowej Gastel Żurawie obok jednostki dominującej Gastel Żurawie S.A. wchodzi także jednostka zależna kapitałowo - Gastel Hotele Sp. z o.o. z siedzibą w Warszawie przy ul. Annopol 5, zarejestrowana","{'entities': [(190, 199, 'street_full')]}"
"dotyczące Walnego Zgromadzenia można uzyskad w siedzibie Spółki, tj. ul. Wrzesioska 70, 62-025 Kostrzyn lub na stronie internetowej","{'entities': [(88, 103, 'city_postal')]}"
"Żądania w formie pisemnej powinny byd kierowane na adres siedziby Spółki, tj. ul. Wrzesioska 70, 62-025 Kostrzyn. Zarząd zwraca uwagę,","{'entities': [(97, 112, 'city_postal')]}"
"uchwał. Zgłoszenie przesyłane w formie pisemnej powinno byd kierowane na adres siedziby Spółki, tj. ul. Wrzesioska 70, 62-025 Kostrzyn.","{'entities': [(119, 134, 'city_postal')]}"
"„Barlinek” S.A. („Spółka”, „jednostka dominująca”) z siedzibą w Kielcach przy Al. Solidarności 36. Spółka","{'entities': [(78, 97, 'street_full')]}"
"Nazwa i adres podmiotu przed zmianą Ruskij Caviar Sp. z o.o., 84-200 Wejherowo,","{'entities': [(62, 78, 'city_postal')]}"
GRAAL SA. 2. W połączeniu uczestniczyły spółki GRAAL SA – jako spółka przejmująca oraz POLINORD Sp. z o.o. – jako,"{'entities': [(0, 8, 'company'), (47, 55, 'company')]}"
"Siedziba Spółki mieści się przy ul. Wiertniczej 107, 02-952 Warszawa. Spółka debiutowała na Giełdzie Papierów","{'entities': [(53, 68, 'city_postal')]}"
"Warszawie, Al. Ujazdowskie 6A, obejmującego:","{'entities': [(11, 29, 'street_full')]}"
"0000017521. Siedzibą Spółki jest Warszawa, Al. Ujazdowskie 6A.","{'entities': [(43, 61, 'street_full')]}"
"Na dzień bilansowy spółka posiadała 920.784 akcje spółki PC GUARD S.A. co stanowiło 7,61%","{'entities': [(57, 70, 'company')]}"
"Biurosystem Invest S.A.- ul.Suwalska 16, 93-176 Łódź","{'entities': [(41, 52, 'city_postal')]}"
emisji akcji. Na dzień bilansowy spółka posiadała 920.784 akcje spółki PC GUARD S.A. co,"{'entities': [(71, 84, 'company')]}"
"- ul. Jana Rosoła 10, (kod pocztowy 02–797) w Warszawie.","{'entities': [(6, 20, 'street_full'), (11, 20, 'street_full')]}"
"- Kredyt Inkaso S.A., z siedzibą w Warszawe, ul. Domaniewska 39A, 02-672 Warszawa, podmiot dominujący,","{'entities': [(49, 63, 'street_full'), (66, 81, 'city_postal')]}"
